p401,net_tfa,age,inc,fsize,educ,pira
0,38237.84,45,22542.22,2,10,0
0,32868.56,50,46334.27,2,9,1
1,24574.3,29,54430.31,5,8,0
1,45320.47,30,16828.99,1,13,0
1,48741.68,62,30414.16,1,12,0
0,31208.1,28,46549.02,3,12,1
0,21324.09,57,36248.45,3,10,0
1,43430.88,42,47787.29,2,14,0
1,41444.35,32,41181.67,2,16,0
0,33683.72,46,44300.39,4,11,0
1,38027.02,41,31975.95,4,13,0
0,28720.11,53,81520.52,1,9,0
0,37721.84,57,31373.98,3,17,0
1,51525.24,58,44143.61,2,12,0
0,35425.35,63,29036.02,5,15,0
0,28430.96,43,36643.13,3,8,0
0,42553.86,54,19307.31,2,16,0
0,22068.6,33,37254.78,4,16,1
0,44280.35,58,69484.58,4,10,0
0,38819.84,50,30399.87,2,10,0
1,37018.58,60,26064.22,3,10,0
0,34550.53,60,19715.51,3,13,1
0,23863.71,33,17104.95,5,12,0
0,48422.96,59,22984.77,5,11,1
0,39863.98,54,24501.21,3,15,0
0,25207.42,62,42503.31,1,10,0
1,26214.0,42,38139.24,4,9,1
0,37855.95,63,14833.84,3,11,0
1,50325.62,42,74493.54,5,13,1
0,23893.33,29,23238.25,3,14,0
0,3492.65,52,46030.89,4,9,0
0,19600.92,41,13600.1,1,15,0
0,28818.16,30,15151.91,4,14,1
0,45402.73,44,61721.25,4,13,0
1,30270.43,48,46125.75,2,14,1
0,34123.91,58,36684.83,1,9,0
1,57391.79,44,68734.89,4,17,1
0,35526.68,62,54711.2,2,8,1
0,26122.42,33,20824.01,5,11,0
0,52347.73,32,16844.53,2,15,0
1,54555.0,61,54570.53,5,16,0
0,36638.39,62,14991.65,4,11,0
0,44819.32,43,64949.34,1,14,1
1,33448.54,35,40236.87,4,10,0
0,43456.49,36,29014.3,4,16,0
0,40670.64,61,44770.33,1,13,0
1,51594.13,38,35225.07,2,13,1
1,45388.97,46,34116.24,2,14,1
1,56042.33,61,86859.49,2,14,0
1,22973.48,25,46561.01,4,12,1
1,37415.76,63,44900.53,3,9,0
0,33467.04,34,20687.63,4,9,0
1,53932.67,64,58980.9,5,15,0
1,51388.49,63,52820.12,4,17,0
1,59779.25,58,25571.33,1,12,0
0,15175.85,45,26563.62,2,12,0
1,45086.34,62,68049.13,5,12,1
0,22139.88,27,34174.82,4,14,0
0,35208.12,34,11809.38,1,16,0
1,40148.3,45,79897.13,1,11,0
0,50983.13,63,26192.69,4,15,0
1,48229.44,55,49852.97,2,11,0
1,29613.2,25,61484.06,4,8,1
0,41872.82,26,51380.31,3,13,1
1,29566.05,56,30964.12,4,13,0
0,27366.11,61,23677.71,3,9,0
1,56877.26,40,77161.41,2,16,0
0,39819.45,46,15753.78,1,15,0
0,33810.6,55,52968.49,4,15,0
1,31845.85,26,49495.05,1,14,0
0,28257.86,41,38040.46,5,13,1
0,22229.66,39,23048.93,1,14,0
1,50594.17,54,68275.24,1,16,1
0,39268.19,43,46768.27,5,14,0
1,26428.15,41,30937.17,1,10,0
0,43974.67,43,43419.17,2,17,1
0,36635.38,56,18951.88,4,13,1
0,29858.78,44,15424.38,5,12,0
1,39798.61,45,36874.11,4,9,0
1,48039.37,27,33238.25,4,15,0
0,39900.18,53,54033.95,5,10,0
1,59496.48,62,49777.41,4,12,0
0,24641.52,32,20221.63,4,11,1
0,26452.17,36,48281.66,5,15,0
0,44001.86,49,37434.53,5,10,0
1,51404.44,45,25025.91,5,17,1
0,21176.32,61,49386.55,3,9,0
1,48309.92,63,41550.95,2,12,0
0,20127.43,32,35891.7,2,15,0
0,18635.28,35,21964.56,3,9,1
0,14113.76,50,29124.47,1,10,0
1,43452.85,38,95527.81,5,12,0
0,30227.59,32,29751.73,3,16,0
0,15028.72,26,21517.27,1,16,1
0,34715.23,37,29088.25,4,10,0
0,46194.74,41,33849.87,4,14,0
0,34044.61,31,92195.84,2,9,0
0,50250.41,61,17878.35,1,13,0
1,38831.89,57,25455.79,1,9,0
1,64764.17,57,78825.87,1,12,1
1,43121.74,26,49589.08,3,15,0
1,72927.06,47,26464.84,2,17,0
0,19406.2,31,15228.48,1,15,0
0,39421.49,44,22563.27,1,12,0
1,45528.74,64,80699.6,4,11,0
0,52931.62,43,86544.92,3,17,0
0,25449.44,61,29548.26,5,8,1
0,42724.57,33,57135.65,5,14,0
1,40520.78,39,38765.58,3,15,0
0,33729.06,47,58837.34,4,13,1
1,47655.96,60,27557.19,2,12,1
1,42104.7,52,49313.12,4,8,0
1,39175.49,46,30978.31,2,13,0
0,33808.46,29,40262.97,5,15,0
0,33875.27,54,31826.4,4,10,0
1,58353.32,58,65706.87,2,17,0
1,50412.52,53,107692.02,3,11,0
0,35870.27,34,17798.59,5,17,1
1,45619.25,57,51511.41,1,12,0
1,28722.81,33,41193.23,5,12,0
0,31813.68,40,23267.83,1,15,1
1,28029.7,49,79613.44,5,8,0
0,42064.09,61,15848.59,3,12,0
0,33918.3,26,14956.44,4,13,0
1,48496.12,61,53776.63,1,11,0
0,28808.62,46,22231.53,2,10,1
0,35057.81,38,28676.28,2,9,1
0,32670.68,38,58783.72,1,17,1
0,22739.15,47,32821.94,2,11,0
1,51857.57,54,15231.68,5,17,1
0,30818.88,49,24793.13,1,10,1
1,32618.01,39,34709.34,1,11,0
0,39338.63,52,11564.14,5,13,1
0,23561.59,46,18965.68,3,14,1
1,33861.31,35,68343.36,5,10,0
0,36789.62,31,35190.08,3,11,0
1,43813.91,50,81002.53,5,11,1
0,37689.71,45,40035.46,5,12,0
1,37941.93,56,47875.77,5,14,1
0,30914.04,33,11153.74,2,15,0
1,34267.74,32,46760.86,4,13,0
0,15258.75,51,23385.7,2,8,0
0,54136.73,39,21696.51,3,17,1
0,37780.9,62,72940.23,2,14,0
0,39249.87,42,78018.89,5,14,0
1,59540.68,57,41525.64,2,17,0
1,58408.69,58,38338.28,4,12,1
0,28770.62,42,65426.24,5,13,0
0,25929.06,25,23111.5,2,16,0
1,61510.6,47,136561.16,3,11,1
1,35154.65,45,19721.72,2,8,0
0,30876.69,49,34278.6,2,12,0
0,35440.16,44,19572.02,5,17,0
1,55868.1,36,33716.34,2,16,0
1,45963.19,28,131436.14,1,15,0
1,28887.93,27,52804.34,2,11,1
0,31433.64,34,51366.53,1,12,0
1,81209.16,64,100935.38,3,14,1
1,35688.78,28,17798.99,2,14,0
0,35953.35,58,39801.58,2,9,0
0,49099.53,48,23219.78,1,17,1
1,30787.18,42,9647.32,5,13,0
0,31561.97,41,64824.63,5,12,1
1,51048.82,40,135836.89,4,13,0
1,37653.06,47,49594.47,3,15,1
0,26112.98,37,16897.29,3,11,0
1,48727.45,29,86154.09,2,14,0
0,30219.77,59,21428.22,5,10,1
1,61790.22,54,58832.03,5,17,0
1,39820.93,34,54095.98,4,11,0
1,49973.76,62,35387.85,2,17,1
0,35830.22,62,68667.53,4,11,1
1,31150.68,31,36711.81,1,9,0
1,61043.23,61,49296.22,2,15,0
1,47176.17,61,135525.1,2,9,1
1,51884.45,63,19868.58,3,10,1
0,30535.33,39,29055.62,4,11,0
0,62794.33,50,24664.4,3,17,0
1,60043.16,58,34221.92,2,17,1
1,49682.68,50,28264.05,4,17,0
1,44687.36,30,87341.78,5,17,1
1,43362.24,30,20366.89,4,16,0
0,18609.28,31,57843.76,1,12,0
1,48919.65,38,55832.23,2,16,1
0,28853.56,28,51773.05,3,15,1
0,46500.45,62,21686.11,5,14,0
1,27388.07,28,59347.26,5,9,0
0,32046.55,51,33520.87,2,8,0
0,22005.2,48,75502.23,5,8,0
1,34213.9,26,53166.63,2,17,0
1,24550.74,25,57757.61,4,8,1
1,40418.33,27,29321.92,2,10,0
0,65425.75,54,41038.84,1,14,1
1,46990.6,50,71216.24,4,12,0
1,49414.69,31,36666.56,3,14,0
0,35968.75,41,19437.34,2,13,0
1,42793.58,45,252519.33,2,8,1
0,29919.2,48,20769.26,4,10,0
0,26185.85,52,35361.2,1,9,0
0,31677.69,37,18497.63,4,11,0
0,24230.25,59,11862.12,5,9,0
0,35992.78,51,22157.92,3,14,0
1,50187.38,32,53082.54,1,17,0
1,59747.9,56,89912.11,4,15,0
0,45369.12,37,116523.82,4,13,0
1,43621.92,56,51334.94,5,15,0
0,39402.31,28,102424.01,5,16,0
0,28911.9,47,15719.86,2,10,0
0,33526.52,40,22768.71,1,9,1
1,42698.62,47,110460.14,4,9,0
1,42556.93,32,62068.89,4,16,0
0,27433.32,44,29638.08,1,10,0
0,40731.15,45,27556.07,1,15,0
1,56676.83,51,50636.12,4,16,0
1,58129.58,63,56460.43,4,13,1
0,38390.63,50,91106.28,1,9,0
1,41904.55,64,37446.55,5,8,0
0,43970.63,54,48968.85,3,11,0
1,50319.29,54,37153.29,1,9,1
1,53926.03,27,63799.89,2,15,1
1,24892.1,38,61339.05,5,10,0
0,42601.28,53,26996.67,2,15,1
1,46363.3,63,64750.55,3,10,0
0,40635.39,37,11540.49,3,15,0
0,44703.47,35,40430.37,5,17,0
1,55008.27,61,27389.68,5,17,1
0,13979.0,44,14594.16,4,8,0
0,20564.82,40,20514.26,1,9,0
1,64347.09,64,19551.38,3,17,0
0,33408.7,55,29458.04,3,14,0
0,18333.81,60,41459.97,5,8,0
1,40019.38,45,25032.04,2,13,1
1,46169.72,56,45595.45,5,16,1
0,43799.76,36,73117.65,1,10,0
0,43846.59,27,23100.17,2,14,1
1,43994.11,58,18529.04,5,10,1
0,53169.16,63,131018.68,2,10,0
0,18736.17,26,39344.93,4,11,0
1,49589.4,63,27700.69,3,17,1
1,39593.99,29,26053.75,1,16,0
1,55179.42,53,44370.86,2,16,1
1,31170.85,45,94701.54,1,11,0
0,40237.4,33,66433.36,5,8,0
1,27730.48,47,47451.28,3,10,1
1,33574.9,26,34307.9,3,11,1
0,50426.41,52,23053.25,5,16,1
1,40173.6,39,20496.07,4,14,0
0,29126.47,43,51436.2,4,10,0
0,29552.85,52,31474.45,4,8,0
1,42618.98,58,47267.27,3,11,1
0,34678.35,47,66517.02,2,13,0
0,47452.9,41,81564.18,4,12,1
1,57643.44,46,29220.86,4,17,0
1,34981.15,60,16107.57,4,14,0
0,36122.54,38,92274.13,5,13,0
0,21044.24,40,18948.77,5,9,0
1,56417.32,38,37468.41,4,14,0
0,24719.74,49,32900.92,3,9,1
1,58327.54,57,66517.39,4,16,0
1,50913.82,46,63540.04,5,16,0
1,59344.42,54,61184.87,1,11,1
1,29507.23,63,31370.78,2,9,0
0,30265.01,48,36069.49,3,14,0
0,45722.77,45,56088.73,4,12,0
0,36398.63,44,26926.69,4,12,0
1,51066.5,61,46486.51,1,10,0
0,58369.16,60,41086.7,3,16,1
1,36734.37,28,55554.18,5,14,1
0,37437.79,25,22010.86,3,9,0
0,25721.0,47,22724.46,3,13,0
0,46331.96,57,48233.07,1,15,1
0,37904.92,37,19247.91,5,12,0
1,40646.93,26,31074.35,1,14,1
0,24228.99,28,23441.99,2,12,0
1,14368.06,27,24295.34,3,11,1
1,38147.36,34,22508.29,1,16,0
0,48446.59,56,45733.48,2,14,1
1,30494.02,45,36197.43,2,10,1
0,29885.76,28,60924.69,1,16,0
1,44417.7,62,38743.49,5,8,0
1,40736.64,25,40882.44,5,14,0
1,64244.99,61,108507.94,3,14,0
0,47639.01,52,84176.82,2,12,0
0,22308.31,53,31270.37,2,8,0
0,45856.57,56,37824.33,3,12,0
1,41085.75,27,68989.42,1,13,0
0,20641.27,43,12754.34,3,9,0
0,24552.62,62,32535.95,1,10,0
0,52232.93,62,29427.91,1,17,0
0,41863.13,39,17851.17,5,13,1
1,32152.42,26,33973.64,5,10,1
0,32473.65,53,13180.17,5,12,0
1,48492.31,58,153453.7,2,13,1
1,50851.49,50,34664.5,4,14,0
0,27378.46,29,36492.9,5,10,0
0,51498.96,25,15369.21,4,16,0
0,24856.7,61,40341.08,4,9,1
1,66098.38,51,115802.96,1,11,1
1,34967.88,30,31544.78,5,17,0
1,44577.42,52,62225.69,1,12,0
0,42040.07,43,68122.42,4,11,0
0,35647.31,56,7213.19,2,13,0
0,23580.93,39,28328.2,5,15,0
0,36520.19,54,30494.55,2,10,0
1,46724.7,58,23680.91,5,13,0
0,24756.26,37,15618.19,4,8,0
1,54939.48,46,23088.83,3,17,0
1,40980.21,41,13189.24,3,12,0
0,29690.78,43,43336.8,2,9,1
0,27478.4,61,49109.93,4,13,0
1,31986.83,36,60159.33,5,8,0
0,44484.26,27,30195.83,4,17,1
1,46781.29,59,21899.56,5,9,0
1,43508.72,58,75564.0,2,9,0
0,24133.82,40,32569.98,2,8,1
0,46793.5,39,43881.62,5,11,0
1,40553.46,26,67491.11,5,13,0
1,48600.69,30,21263.83,2,14,1
0,24449.28,41,39324.07,4,8,1
0,42302.6,35,67170.01,5,10,0
0,38073.29,27,39815.58,3,14,0
0,34346.12,55,32790.76,2,13,0
1,31617.66,41,70576.71,3,11,0
0,48104.2,63,22246.11,2,13,1
0,43777.34,30,21246.85,3,15,0
1,43790.5,53,42904.5,1,8,1
0,26433.71,27,20795.7,3,16,0
1,56779.18,34,34537.02,2,14,0
1,46018.43,28,25339.34,1,12,0
0,22410.01,26,29268.93,1,10,1
1,56019.81,47,55098.23,3,14,0
0,12472.5,25,47206.18,2,10,0
0,25597.66,29,29409.58,4,10,1
0,37906.88,30,31717.05,3,16,0
0,45944.2,56,35868.83,1,17,0
0,24026.81,58,36852.38,2,9,1
1,50969.86,36,31089.05,3,16,0
0,32429.13,40,29818.42,3,13,0
1,69195.32,50,95728.44,2,16,0
0,34558.24,60,34277.29,1,12,0
0,42828.84,46,38640.37,2,13,0
0,23526.03,46,15251.28,2,9,1
1,41398.46,35,24108.33,2,13,1
1,43165.38,43,103679.31,3,15,0
1,49702.71,34,108608.2,5,11,0
1,48733.33,50,31994.88,2,12,0
1,49183.1,59,15018.13,1,8,0
0,37799.92,27,62121.04,3,15,0
1,46599.94,33,22046.12,2,15,0
0,38761.51,54,76742.03,5,14,1
0,27030.58,43,33060.36,2,11,0
1,24822.58,29,27032.33,5,9,0
0,36548.53,40,32097.33,5,14,1
1,43102.48,47,64990.35,3,13,0
0,14565.38,56,30123.54,4,10,0
1,45446.39,49,19510.94,1,16,0
0,38624.33,57,16696.91,1,9,0
1,55875.65,31,33264.25,3,17,1
0,36846.87,50,30285.65,5,9,0
0,48293.71,64,37642.57,1,16,0
1,19123.74,37,29101.09,5,8,1
1,46850.31,59,36242.95,5,17,0
1,41546.94,61,28960.25,1,12,1
0,36533.23,36,71503.87,2,9,0
1,70331.48,55,30524.69,4,17,0
0,51380.32,49,49396.65,5,17,0
0,36763.37,60,40762.98,4,17,0
1,48661.82,60,22843.8,3,16,0
0,31102.59,32,15715.9,5,13,1
1,42280.01,40,52158.5,4,12,0
1,42314.11,40,35486.35,3,14,0
1,56692.22,62,84326.62,1,14,1
0,34882.77,42,28683.33,5,16,0
0,19179.1,39,53664.67,3,8,1
0,31790.81,44,20666.43,1,12,0
1,28082.1,56,29237.77,4,12,0
0,25638.76,60,23898.78,1,8,1
0,29488.0,31,31502.53,1,17,0
0,36444.08,49,36943.19,3,8,0
1,44702.65,46,26294.12,1,16,0
0,16825.84,32,36111.29,4,11,0
1,44690.78,53,52788.52,5,14,1
0,44345.58,53,17752.16,4,17,0
1,28005.13,39,35213.79,3,13,1
0,32202.83,56,24957.02,3,16,0
0,30325.12,45,24992.53,5,14,0
0,36557.33,33,51928.46,3,12,0
0,31838.52,62,37736.75,1,13,0
1,37792.04,35,58710.19,2,9,0
0,23465.73,43,31555.36,5,9,0
1,41443.29,44,36809.31,3,13,1
0,48289.59,45,25169.43,5,16,0
0,44428.58,33,43402.1,4,17,0
0,10141.5,33,34938.7,1,9,0
1,66530.55,52,29502.62,1,15,0
1,39767.48,37,60611.78,3,10,0
0,10183.7,25,14820.61,5,8,0
0,62538.43,55,20029.7,1,17,0
0,29044.92,26,18297.29,5,16,1
1,44111.86,47,36517.6,2,10,0
0,29081.66,63,33942.81,4,9,1
0,40069.44,42,40729.8,4,10,0
1,29732.68,34,33948.64,4,12,0
0,32269.86,28,36860.59,4,16,0
0,43057.67,56,78197.73,1,12,0
0,34745.82,43,33272.04,3,12,0
1,43918.84,61,33818.54,5,10,0
1,50626.06,49,24521.16,5,15,0
1,79305.84,48,113087.64,2,17,0
0,24063.74,32,20251.58,1,10,0
1,51339.92,64,37364.67,3,14,0
0,31395.85,44,24895.29,2,17,0
1,42101.82,59,14841.79,2,12,0
0,37699.32,53,25662.94,5,10,0
0,7907.23,32,18383.19,5,9,0
0,26821.89,44,22507.52,3,12,0
0,39420.75,31,39732.13,4,15,0
0,62851.47,52,55573.27,2,17,0
0,18709.04,26,41119.11,4,12,1
1,56488.27,61,65473.86,4,13,0
0,27909.81,37,47943.44,3,10,1
0,32747.86,42,15970.95,4,10,0
0,11970.46,43,50334.81,2,8,0
1,50822.5,52,37011.9,5,17,0
0,50369.91,52,59472.51,5,15,0
0,38226.35,56,42692.84,3,12,1
1,44411.72,35,28054.69,5,14,0
0,45926.2,29,22199.19,4,16,1
1,44278.87,26,34163.08,1,13,0
0,42898.61,27,50981.31,5,15,0
1,34840.36,47,37785.44,5,11,1
0,42834.42,52,47119.15,3,9,0
1,58715.77,48,45668.62,5,14,0
0,27000.15,26,18749.16,3,10,1
1,63173.08,59,25532.15,1,17,1
0,42514.48,53,12629.87,3,11,0
1,46993.84,62,29125.61,1,11,1
0,23854.83,62,19581.3,5,10,0
0,39367.32,33,44230.03,3,13,0
1,58441.21,59,59555.05,3,10,1
0,37729.4,46,25613.04,2,12,1
1,67489.94,42,30116.18,3,17,0
0,40236.92,39,48220.52,5,12,0
1,39595.39,48,23607.88,4,13,0
0,56334.41,42,53666.72,2,17,0
0,8390.14,40,8626.61,5,11,1
1,55783.49,39,25194.81,1,17,0
0,29603.02,60,38507.21,2,8,1
0,13491.11,26,12911.7,2,12,1
0,57117.63,53,75212.46,5,16,1
0,49679.07,57,26519.21,5,15,0
0,34566.83,35,33599.14,5,12,0
1,61168.85,45,33577.71,4,14,0
1,40832.43,59,34686.19,4,12,0
0,49235.85,62,29113.55,2,8,0
1,50239.75,56,17703.33,4,10,0
0,37268.38,44,45137.39,3,12,1
1,57105.83,57,42018.9,1,14,1
1,47142.4,63,32276.54,1,13,0
1,36944.96,46,24255.95,2,10,1
0,44291.76,60,24334.42,5,13,0
1,36000.7,36,24859.45,3,12,1
0,41623.64,51,33904.11,1,13,0
0,33257.33,61,36939.26,2,9,0
1,31893.49,30,60830.52,5,11,0
1,62044.57,59,94916.68,5,11,0
1,71301.71,62,170753.67,1,14,0
0,55886.29,60,14880.59,4,14,0
1,42983.49,55,46166.65,5,15,0
0,36472.1,47,80400.11,4,11,0
0,40642.52,39,31759.62,3,13,0
1,57517.64,47,55647.86,3,17,0
0,26682.23,45,18249.34,5,9,0
0,34738.19,44,47332.4,3,11,0
0,34289.34,48,32641.75,5,12,0
1,52954.35,54,101330.03,1,14,0
0,30606.37,29,21310.85,5,9,1
1,32316.26,58,92767.9,2,9,0
0,29726.21,31,47290.04,2,13,0
1,63431.89,58,22871.73,2,17,1
0,45457.3,60,21943.23,2,13,1
0,28444.06,41,43902.3,4,10,1
0,20881.39,33,113278.26,1,8,0
0,36540.49,48,103924.04,4,11,0
0,17226.58,27,14289.97,3,9,0
1,38920.12,34,39317.01,3,15,1
0,28798.61,36,66621.44,4,12,0
1,45932.24,25,39103.72,2,14,0
0,36686.85,59,31507.58,5,11,0
1,58971.27,43,25601.63,1,15,1
0,31773.69,32,84286.98,2,11,0
1,40404.88,55,35992.28,4,10,1
0,43344.16,53,83387.34,3,16,1
1,37320.4,56,43508.04,5,13,0
1,43644.25,58,57303.96,5,14,0
1,40812.83,59,34126.85,4,13,0
0,45480.37,44,38755.91,2,16,0
0,33543.79,64,53816.47,5,13,0
1,52376.48,64,95255.31,1,14,1
1,15415.12,29,40264.38,1,9,0
0,41946.05,49,49912.25,2,14,0
1,45465.7,57,40388.39,5,12,1
1,46179.67,50,45230.35,2,13,0
1,31525.18,50,104593.67,1,9,0
0,19298.94,35,36964.97,2,8,1
0,31131.61,32,31106.51,3,16,1
1,21510.43,35,25477.26,4,8,1
0,35898.36,30,23140.16,5,14,0
1,66701.4,62,37085.76,1,14,0
0,33660.3,43,14275.33,5,12,0
1,54495.72,51,49981.38,5,14,0
0,38261.1,45,111539.4,5,16,0
0,39396.83,55,45444.35,3,9,0
0,43864.87,64,55648.78,3,13,0
0,51829.15,59,33506.99,2,13,0
0,46777.63,60,84414.04,3,13,0
0,33988.22,39,62692.41,3,10,0
0,21815.55,25,27154.11,5,11,0
0,31145.72,38,122811.9,5,16,0
1,52178.14,61,29180.63,5,13,0
0,29303.74,47,40549.87,3,12,0
1,31368.51,46,45008.15,4,9,0
0,36074.03,59,88918.13,1,8,1
1,62516.61,64,24517.66,1,13,0
1,46270.15,34,51196.21,1,11,1
0,28578.19,27,19221.08,4,14,0
1,46497.49,38,20079.8,3,17,1
0,39989.01,45,16327.45,2,17,1
1,44541.47,47,85136.75,4,15,0
0,27050.75,41,33340.58,2,10,0
1,47750.67,62,24971.07,5,11,1
0,51751.67,64,17690.29,1,15,0
0,54728.58,30,99142.72,1,17,0
1,44026.93,53,17154.61,5,12,0
0,34925.3,35,35776.39,1,17,1
0,38310.75,25,42754.54,4,16,1
1,46336.75,60,53775.99,3,11,0
0,-1377.96,26,41082.96,4,8,1
1,48774.34,44,97635.06,2,13,1
0,24848.97,43,59465.24,4,9,1
1,46461.58,49,96335.12,1,9,1
1,53867.17,53,42226.57,4,16,0
1,63171.37,39,77278.65,3,15,0
1,50927.99,45,23881.9,5,15,1
0,43316.29,32,17576.76,4,12,0
0,22068.45,47,34122.85,3,12,0
0,25339.83,33,35219.76,5,9,0
0,19699.4,55,29004.43,2,8,0
1,48651.34,33,19800.58,1,12,0
1,47894.49,35,82516.76,4,17,0
1,43153.18,42,73176.14,1,12,1
0,28045.39,59,25377.17,4,8,1
1,34748.83,63,24078.07,5,16,0
1,58167.59,61,65823.0,2,14,1
1,44601.0,56,34323.14,2,17,0
0,36175.48,41,23506.75,3,12,0
1,44692.33,35,25754.31,2,15,0
0,51755.42,60,40137.65,1,14,0
1,44240.55,27,49087.63,4,10,1
1,42404.35,28,106364.23,2,11,1
1,45775.94,32,19447.68,1,16,0
1,50411.13,40,60009.39,1,12,1
1,25145.01,32,62536.28,5,10,0
1,49315.11,42,41986.78,1,17,0
1,30647.7,27,33250.66,1,8,0
1,40312.31,28,47137.58,3,13,0
1,49928.88,54,29716.51,4,13,1
0,33416.5,42,36197.27,5,17,0
1,74840.17,59,29359.69,4,17,0
0,34555.92,40,40405.56,1,11,1
0,23156.85,35,11339.41,4,11,0
1,32183.94,30,41832.75,1,10,0
0,27406.21,52,20961.58,1,8,0
0,36011.96,45,30300.16,5,14,0
1,35590.05,46,17450.25,3,11,0
0,25297.57,52,22856.46,5,9,0
1,60534.74,61,108943.24,3,9,1
0,30210.21,31,62834.81,3,11,1
0,49119.24,38,13942.89,2,16,0
1,41213.59,60,33415.92,2,16,0
1,41361.31,45,103536.58,3,13,1
1,26873.29,49,51686.88,3,10,0
1,47303.25,33,32491.32,3,17,0
0,17549.14,56,62675.48,5,8,0
0,35659.07,31,34814.52,2,13,0
0,28049.26,28,57055.35,2,13,1
0,33769.07,54,24298.09,3,13,0
0,35329.73,26,35072.76,5,10,0
1,36197.53,32,16769.61,3,16,0
0,33294.45,35,29669.59,2,14,1
0,17077.34,58,57925.37,5,8,0
0,38344.22,32,42448.63,4,16,0
0,34273.32,42,35768.79,5,12,0
1,51370.15,60,20416.3,4,11,0
0,23931.52,38,25542.69,3,11,1
0,36446.94,27,23702.04,4,13,0
1,43141.25,58,26690.51,3,9,1
0,38246.46,51,13599.76,1,13,0
0,24559.37,28,78585.96,4,9,0
1,49185.13,40,62926.41,1,17,0
0,38534.06,60,36683.0,2,12,0
0,44209.33,39,43779.14,1,17,0
1,44311.06,56,38820.78,1,8,0
1,51103.75,52,23029.67,3,15,1
1,33551.28,38,13252.28,1,13,0
0,18364.95,37,29255.74,4,12,0
1,54517.58,41,25347.17,4,17,0
1,49044.33,32,21078.14,1,13,1
0,30021.44,42,118017.97,1,12,1
1,28299.28,25,24683.37,2,8,0
1,10862.39,37,28948.24,5,8,0
0,20905.92,31,50433.35,2,10,0
0,29197.59,29,24933.07,2,9,0
0,43815.21,55,22924.91,4,15,0
1,41366.96,30,18295.95,4,16,0
0,43696.83,63,59931.4,5,16,1
0,23518.38,40,22148.31,5,11,1
0,42752.5,55,27511.68,2,10,0
0,37412.79,44,25729.09,3,14,0
0,31931.05,54,17330.55,1,8,0
0,35971.8,26,24430.41,3,15,0
0,41763.1,46,28740.53,5,15,0
1,50930.98,60,42519.15,4,14,0
1,65986.8,60,38718.71,1,16,0
1,49594.79,27,105631.61,1,16,1
0,28908.4,32,55659.56,3,9,1
0,53187.47,40,62167.11,5,17,0
1,44182.0,52,30890.09,3,10,1
0,26775.62,29,28211.9,3,16,0
1,57081.66,42,94179.71,1,17,0
0,45671.77,59,33328.43,2,11,0
0,24373.49,35,16685.03,4,16,1
0,12604.1,41,19142.73,2,8,0
1,33177.22,26,39353.41,5,9,0
1,22701.86,45,23914.29,5,8,0
0,22388.69,26,30400.75,5,10,0
0,32383.43,32,33268.8,4,17,1
0,19763.68,36,29321.03,5,9,0
0,37998.48,53,28614.4,3,13,0
1,46481.48,28,178216.38,2,15,1
0,21608.34,48,19833.66,3,8,1
0,34841.04,46,58569.48,3,16,0
1,63153.56,64,39077.16,5,17,0
0,18136.52,29,37974.36,5,16,1
0,55210.33,42,26433.73,4,17,0
0,46531.62,64,34821.77,1,14,0
0,33459.02,47,41917.79,3,15,1
0,37998.02,57,19596.76,4,11,0
0,28940.28,46,27570.31,3,10,0
0,14975.28,25,44652.36,4,11,0
0,35242.68,43,70582.03,3,8,0
0,26732.89,31,65187.07,1,13,1
0,50516.35,36,24386.39,1,16,0
0,35196.62,41,55177.32,4,15,1
1,27939.24,30,65550.87,5,11,1
0,23219.82,33,40428.03,4,9,0
0,24402.98,56,30120.52,1,8,1
1,36153.95,38,110677.17,5,14,0
0,20644.44,26,15952.51,2,9,0
0,46054.35,51,31564.11,1,11,0
1,30889.45,46,52198.52,1,10,0
1,44620.8,52,52863.01,5,16,0
0,24432.84,43,28145.58,4,13,0
1,25511.18,28,46893.86,1,8,0
0,32376.77,30,24314.78,3,11,0
0,39217.19,56,27339.2,1,11,1
1,54453.8,41,41043.64,1,17,0
1,33817.78,37,21137.49,2,14,0
0,45354.56,59,36507.95,4,13,0
0,33474.75,40,22684.63,3,15,0
1,51760.39,35,69428.05,1,16,0
1,38873.9,47,27516.67,5,8,0
0,26954.81,49,23560.43,3,8,0
1,60807.75,64,38776.63,3,12,1
0,36395.56,30,27911.75,1,12,0
0,48882.61,36,13815.0,1,15,0
0,30969.34,62,39976.29,3,10,0
1,25249.92,60,21073.59,5,12,1
1,39471.85,48,31425.63,3,11,1
0,24196.12,58,106781.0,1,10,0
0,33643.97,56,37560.15,5,14,0
0,27407.9,63,5024.25,5,12,0
0,41578.93,37,33625.56,2,14,0
0,24234.32,32,18053.78,5,10,0
1,48316.71,57,9582.18,2,11,0
0,10965.47,53,42976.13,1,8,0
1,37886.37,50,32196.32,2,10,0
0,55294.93,31,46646.97,1,17,0
0,42890.35,48,45791.17,4,16,0
0,43061.83,38,33847.0,4,15,0
0,37159.26,28,93294.81,4,16,0
1,32830.71,48,41426.96,3,9,0
1,34517.7,39,11135.77,4,11,0
0,19387.72,33,8963.82,1,11,0
0,51047.37,50,36698.98,3,16,0
0,54567.74,55,21617.55,2,16,1
0,38010.18,27,36738.27,4,15,1
1,51482.74,59,21666.47,1,12,0
